@relation Census_Income_database-weka.filters.unsupervised.attribute.Remove-R3

@attribute sex {Female,Male}
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute age numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income_class {<=50K,>50K}

@data
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,48,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,22,0,0,32,United-States,<=50K
Female,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,68,0,0,6,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,55,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,49,0,0,32,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,49,0,1977,60,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,37,0,0,38,Japan,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,58,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,23,0,0,20,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,35,0,1485,40,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,42,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Other-service,Own-child,White,20,0,0,30,United-States,<=50K
Female,Private,11th,7,Divorced,Other-service,Not-in-family,White,63,0,0,40,United-States,<=50K
Female,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,23,0,0,35,United-States,<=50K
Female,Federal-gov,Some-college,10,Separated,Prof-specialty,Not-in-family,White,30,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,40,15024,0,45,United-States,>50K
Female,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,22,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,21,0,0,25,United-States,<=50K
Male,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,72,0,0,20,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,28,0,0,45,United-States,>50K
Male,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,36,0,0,40,United-States,<=50K
Male,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,40,0,1977,40,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,53,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,Black,22,0,0,16,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,53,0,0,60,England,<=50K
Female,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,20,0,0,8,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,39,0,0,15,Poland,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,32,5013,0,50,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,48,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,25,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,58,0,0,55,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,41,0,0,45,United-States,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,36,1506,0,40,United-States,<=50K
Male,Private,Some-college,10,Divorced,Sales,Not-in-family,White,36,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,28,0,0,45,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,37,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,35,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,50,0,0,33,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,47,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Never-married,Other-service,Unmarried,White,21,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,49,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,38,0,0,40,United-States,<=50K
Male,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,28,0,0,50,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,29,0,0,40,United-States,<=50K
Male,Private,11th,7,Never-married,Transport-moving,Not-in-family,Black,31,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,30,0,0,52,China,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,30,0,0,44,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,30,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,38,0,0,40,Vietnam,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,27,0,0,45,United-States,<=50K
Female,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,54,3103,0,40,United-States,>50K
Male,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,32,3103,0,38,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,23,2580,0,40,United-States,<=50K
Male,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,62,0,0,40,Mexico,<=50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,White,20,0,0,32,United-States,<=50K
Male,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,23,0,0,66,United-States,<=50K
Male,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,48,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,60,0,0,26,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,22,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,56,0,0,40,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,63,0,0,50,United-States,>50K
Female,Private,7th-8th,4,Widowed,Priv-house-serv,Unmarried,Black,73,1264,0,10,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Sales,Own-child,White,22,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,51,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,39,0,0,40,United-States,<=50K
Male,Federal-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,31,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Separated,Craft-repair,Other-relative,Asian-Pac-Islander,52,0,0,40,Philippines,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,46,0,0,40,United-States,>50K
Female,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,32,0,0,24,United-States,>50K
Male,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,46,0,0,40,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,46,0,0,25,Mexico,<=50K
Female,Local-gov,Masters,14,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,29,1506,0,40,United-States,<=50K
Male,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,33,0,0,40,United-States,<=50K
Male,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,23,0,0,40,Puerto-Rico,<=50K
Male,State-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,41,0,0,55,United-States,<=50K
Female,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,50,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,69,0,0,24,United-States,<=50K
Male,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,30,0,0,55,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,21,0,0,35,United-States,<=50K
Male,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,29,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,43,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,44,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,33,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,51,0,0,45,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Other-service,Own-child,White,25,0,0,20,United-States,<=50K
Male,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,Other,23,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,36,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,23,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,28,0,0,35,United-States,<=50K
Female,Federal-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,White,39,0,0,40,United-States,<=50K
Male,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,60,0,0,50,United-States,>50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,34,0,0,50,United-States,>50K
Male,Self-emp-not-inc,Some-college,10,Widowed,Prof-specialty,Unmarried,White,62,0,0,20,United-States,<=50K
Male,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,White,53,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,25,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,36,15024,0,40,United-States,>50K
Male,State-gov,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,29,0,0,45,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,31,0,0,35,United-States,<=50K
Male,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,44,0,0,40,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,49,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,58,0,0,40,?,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,38,0,0,40,Mexico,<=50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,39,15024,0,60,United-States,>50K
Female,?,Some-college,10,Never-married,?,Own-child,White,22,0,0,40,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,38,0,0,55,United-States,>50K
Female,Private,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,Black,47,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,19,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,38,0,0,45,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,39,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,50,0,0,50,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,38,0,0,35,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,19,0,0,20,United-States,<=50K
Female,Local-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,51,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,40,0,0,45,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,35,0,1887,52,United-States,>50K
Male,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,28,0,0,45,Portugal,>50K
Female,Private,5th-6th,3,Separated,Other-service,Unmarried,White,47,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,51,99999,0,50,Mexico,>50K
Female,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,34,0,0,48,United-States,>50K
Female,Private,5th-6th,3,Never-married,Sales,Own-child,White,17,0,0,20,United-States,<=50K
Male,Self-emp-not-inc,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,33,10520,0,80,United-States,>50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,33,0,0,24,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,30,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,49,0,0,40,United-States,>50K
Male,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,46,0,0,60,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,White,38,0,0,60,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,43,15024,0,50,United-States,>50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,32,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,26,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,21,0,0,24,United-States,<=50K
Female,State-gov,HS-grad,9,Separated,Other-service,Own-child,White,28,0,0,11,United-States,<=50K
Female,Private,Some-college,10,Divorced,Sales,Unmarried,White,36,0,0,40,United-States,<=50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,55,0,0,40,United-States,>50K
Male,Private,7th-8th,4,Divorced,Farming-fishing,Other-relative,White,56,0,0,40,United-States,<=50K
Male,State-gov,Doctorate,16,Married-civ-spouse,Tech-support,Husband,White,33,0,0,45,United-States,>50K
Male,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,49,3781,0,40,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,47,0,0,40,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,62,0,1902,1,United-States,>50K
Female,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,42,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,41,0,0,50,United-States,<=50K
Male,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,31,0,0,30,El-Salvador,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,48,3411,0,70,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Not-in-family,White,32,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,19,0,0,53,Yugoslavia,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,47,0,0,40,United-States,<=50K
Male,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,24,0,0,60,United-States,>50K
Male,Private,11th,7,Never-married,Other-service,Own-child,White,18,0,0,28,United-States,<=50K
Male,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,58,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,49,0,0,40,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,31,0,0,35,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,23,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,32,0,0,77,United-States,<=50K
Male,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,22,0,0,10,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,51,0,0,99,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,39,0,0,72,United-States,<=50K
Female,Private,10th,6,Separated,Other-service,Unmarried,White,31,0,0,40,United-States,<=50K
Male,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,38,0,0,40,United-States,<=50K
Male,Self-emp-inc,11th,7,Married-civ-spouse,Sales,Husband,White,68,0,1258,40,United-States,<=50K
Male,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,37,0,0,40,United-States,<=50K
Male,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,25,0,0,50,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,37,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,55,0,0,38,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,32,0,1579,36,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,51,0,0,40,Mexico,>50K
Male,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,36,0,0,40,China,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,46,0,0,40,United-States,<=50K
Male,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,55,0,0,40,United-States,>50K
Female,State-gov,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,51,0,0,40,United-States,<=50K
Male,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,50,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,47,0,0,65,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,42,0,0,40,United-States,>50K
Male,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,48,0,0,40,United-States,<=50K
Male,?,7th-8th,4,Married-civ-spouse,?,Husband,White,61,0,2057,70,United-States,<=50K
Male,Self-emp-inc,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,35,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,36,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Sales,Own-child,White,31,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,45,15024,0,44,United-States,>50K
Male,Private,11th,7,Divorced,Sales,Not-in-family,White,56,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,36,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,26,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,37,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,38,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,34,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,29,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Divorced,Other-service,Unmarried,White,37,0,0,25,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,52,0,0,40,United-States,<=50K
Female,Private,11th,7,Never-married,Sales,Other-relative,White,20,0,0,32,Mexico,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,43,0,0,40,United-States,>50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,33,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,63,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,67,0,0,20,United-States,<=50K
Male,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,24,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,29,0,0,40,Poland,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,37,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,54,0,0,60,United-States,<=50K
Male,?,HS-grad,9,Divorced,?,Not-in-family,Black,66,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,57,0,0,45,United-States,<=50K
Male,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,36,0,0,50,United-States,<=50K
Male,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,41,0,0,45,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,48,0,0,45,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,24,0,0,65,United-States,<=50K
Male,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,66,0,0,45,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,29,0,0,60,Mexico,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,44,0,0,20,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Other-service,Own-child,White,45,0,0,60,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,Black,27,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,36,0,0,40,United-States,>50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,36,0,0,50,United-States,<=50K
Male,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,32,0,0,55,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,White,18,0,0,20,United-States,<=50K
Male,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,39,0,1721,45,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,25,0,0,40,Philippines,<=50K
Male,Private,12th,8,Never-married,Farming-fishing,Other-relative,White,26,0,0,40,Puerto-Rico,<=50K
Male,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,63,0,0,40,United-States,>50K
Male,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,50,0,0,45,United-States,<=50K
Male,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,47,0,0,40,Mexico,<=50K
Female,Private,10th,6,Never-married,Other-service,Own-child,White,17,0,0,15,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,46,15024,0,40,United-States,>50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,34,6849,0,70,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,26,0,0,45,United-States,<=50K
Male,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,48,0,0,40,United-States,<=50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,47,0,1977,60,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,40,0,0,40,Columbia,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,21,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Divorced,?,Not-in-family,White,55,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,37,0,0,40,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,41,0,0,40,Haiti,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,34,0,0,35,United-States,<=50K
Male,Private,Some-college,10,Separated,Transport-moving,Unmarried,White,47,0,0,50,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,39,5178,0,60,United-States,>50K
Male,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,36,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Tech-support,Unmarried,Black,29,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,46,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,77,0,1668,30,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,27,0,0,40,England,>50K
Female,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,19,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,38,0,1902,40,United-States,<=50K
Female,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,18,0,0,6,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,54,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,33,0,1672,50,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Separated,Adm-clerical,Not-in-family,White,45,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,28,0,0,50,England,>50K
Male,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,26,0,0,43,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,26,0,0,50,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,41,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,21,0,0,40,United-States,<=50K
